z,n,name,levelEnergy(MeV),decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,halflife,halflifeUnit,halflifeUncertainty
84,113,197Po,0.199,A,84,9,-1.32e+04,9.86e+00,25.8,s,0.2
84,113,197Po,0.199,EC+B+,16,9,-1.32e+04,9.86e+00,25.8,s,0.2
84,113,197Po,0.199,IT,,,-1.32e+04,9.86e+00,25.8,s,0.2
84,114,198Po,0,A,57,2,-1.54E+4,1.74E+1,1.76,m,0.02
84,114,198Po,0,EC+B+,43,2,-1.54E+4,1.74E+1,1.76,m,0.02
84,115,199Po,0,EC+B+,92.5,0.3,-1.52E+4,5.42,5.5,m,0.2
84,115,199Po,0,A,7.5,0.3,-1.52E+4,5.42,5.5,m,0.2
84,115,199Po,0.31,A,24,1,-1.49e+04,5.43e+00,4.17,m,0.04
84,115,199Po,0.31,EC+B+,73.5,1,-1.49e+04,5.43e+00,4.17,m,0.04
84,115,199Po,0.31,IT,2.5,1,-1.49e+04,5.43e+00,4.17,m,0.04
84,116,200Po,0,EC+B+,88.7,0.4,-1.69E+4,7.57,11.5,m,0.1
84,116,200Po,0,A,11.3,0.4,-1.69E+4,7.57,11.5,m,0.1
84,117,201Po,0,EC+B+,98.87,0.04,-1.65E+4,4.94,15.5,m,0.2
84,117,201Po,0,A,1.13,0.04,-1.65E+4,4.94,15.5,m,0.2
84,117,201Po,0.44210000000000005,EC+B+,41.4,0.7,-1.61e+04,4.94e+00,9,m,0.1
84,117,201Po,0.44210000000000005,IT,56.2,1.2,-1.61e+04,4.94e+00,9,m,0.1
84,117,201Po,0.44210000000000005,A,2.4,0.5,-1.61e+04,4.94e+00,9,m,0.1
84,118,202Po,0,EC+B+,98.08,0.07,-1.79E+4,8.67,44.6,m,0.4
84,118,202Po,0,A,1.92,0.07,-1.79E+4,8.67,44.6,m,0.4
84,119,203Po,0,EC+B+,99.89,0.02,-1.73E+4,4.63,36.7,m,0.5
84,119,203Po,0,A,0.11,0.02,-1.73E+4,4.63,36.7,m,0.5
84,119,203Po,0.64164,IT,100,,-1.67e+04,4.64e+00,45,s,2
84,120,204Po,0,EC+B+,99.327,0.027,-1.83E+4,1.00E+1,3.518,h,0.013
84,120,204Po,0,A,0.673,0.027,-1.83E+4,1.00E+1,3.518,h,0.013
85,108,193At,0,A,100,,-6.73E+1,2.16E+1,28,ms,+5-4
85,109,194At,0+X,A,100,,-7.16E+2,2.35E+1,286,ms,7
85,109,194At,0+X,ECSF,0.8,,-7.16E+2,2.35E+1,286,ms,7
85,109,194At,0+X,EC+B+,,,-7.16E+2,2.35E+1,286,ms,7
85,109,194At,0.01,A,100,,-7.06e+02,2.35e+01,323,ms,7
85,109,194At,0.01,ECSF,0.8,,-7.06e+02,2.35e+01,323,ms,7
85,109,194At,0.01,EC+B+,,,-7.06e+02,2.35e+01,323,ms,7
85,109,194At,0.01,IT,,,-7.06e+02,2.35e+01,323,ms,7
85,106,191At,0,A,100,,3.86E+3,1.61E+1,1.7,ms,+1.1-0.5
85,107,192At,0+X,A,100,,2.92E+3,2.78E+1,88,ms,6
85,107,192At,0+X,ECSF,0.5,,2.92E+3,2.78E+1,88,ms,6
85,107,192At,0+X,A,100,,2.92E+3,2.78E+1,11.5,ms,0.6
85,107,192At,0+X,ECSF,0.5,,2.92E+3,2.78E+1,11.5,ms,0.6
85,119,204At,0,EC+B+,96.1,0.2,-1.18E+4,2.26E+1,9.2,m,0.1
85,119,204At,0,A,3.9,0.2,-1.18E+4,2.26E+1,9.2,m,0.1
85,119,204At,0.5872999999999999,IT,100,,-1.13e+04,2.27e+01,108,ms,10
85,117,202At,0,EC+B+,88,7,-1.05E+4,2.76E+1,184,s,1
85,117,202At,0,A,12,7,-1.05E+4,2.76E+1,184,s,1
85,117,202At,0.19,EC+B+,91.4,1.1,-1.04e+04,2.76e+01,182,s,2
85,117,202At,0.19,A,8.6,1.1,-1.04e+04,2.76e+01,182,s,2
85,117,202At,0.59,IT,99.904,0.011,-1.00e+04,2.76e+01,0.46,s,0.05
85,117,202At,0.59,A,0.096,0.011,-1.00e+04,2.76e+01,0.46,s,0.05
85,118,203At,0,EC+B+,69,3,-1.21E+4,1.06E+1,7.4,m,0.1
85,118,203At,0,A,31,3,-1.21E+4,1.06E+1,7.4,m,0.1
85,115,200At,0,A,53,4,-8.98E+3,2.44E+1,43,s,1
85,115,200At,0,EC+B+,47,4,-8.98E+3,2.44E+1,43,s,1
85,115,200At,0.113,A,43,7,-8.87e+03,2.45e+01,47,s,1
85,115,200At,0.113,EC+B+,57,7,-8.87e+03,2.45e+01,47,s,1
85,115,200At,0.34400000000000003,A,10.5,0.3,-8.64e+03,2.45e+01,6.4,s,0.5
85,115,200At,0.34400000000000003,IT,89.5,0.3,-8.64e+03,2.45e+01,6.4,s,0.5
85,115,200At,0.34400000000000003,EC+B+,,,-8.64e+03,2.45e+01,6.4,s,0.5
85,116,201At,0,A,71,7,-1.07E+4,8.18,85,s,2
85,116,201At,0,EC+B+,29,7,-1.07E+4,8.18,85,s,2
85,113,198At,0,A,90,10,-6.70E+3,4.90,4.47,s,0.1
85,113,198At,0,EC+B+,10,10,-6.70E+3,4.90,4.47,s,0.1
85,113,198At,0.265,A,84,16,-6.44e+03,4.90e+00,1.22,s,0.05
85,113,198At,0.265,EC+B+,16,16,-6.44e+03,4.90e+00,1.22,s,0.05
85,114,199At,0,A,92,,-8.82E+3,5.38,6.97,s,0.13
85,114,199At,0,EC+B+,8,,-8.82E+3,5.38,6.97,s,0.13
85,114,199At,0.244,IT,99,,-8.58e+03,5.38e+00,273,ms,9
85,114,199At,0.244,A,1,,-8.58e+03,5.38e+00,273,ms,9
85,111,196At,0,A,97.5,0.3,-3.91E+3,3.02E+1,377,ms,4
85,111,196At,0,EC+B+,2.5,0.3,-3.91E+3,3.02E+1,377,ms,4
85,111,196At,0,ECSF,0.009,0.001,-3.91E+3,3.02E+1,377,ms,4
85,112,197At,0,A,96.1,1.2,-6.35E+3,7.98,388,ms,6
85,112,197At,0,EC+B+,3.9,1.2,-6.35E+3,7.98,388,ms,6
85,112,197At,0.052000000000000005,A,100,,-6.30e+03,7.98e+00,2,s,0.2
85,112,197At,0.052000000000000005,EC+B+,,,-6.30e+03,7.98e+00,2,s,0.2
85,112,197At,0.052000000000000005,IT,,,-6.30e+03,7.98e+00,2,s,0.2
85,110,195At,0,A,100,,-3.47E+3,9.57,309,ms,19
85,110,195At,0.033,A,88,4,-3.44e+03,9.57e+00,144,ms,3
85,110,195At,0.033,IT,12,4,-3.44e+03,9.57e+00,144,ms,3
85,128,213At,0,A,100,,-6.57E+3,4.89,124,ns,6
85,129,214At,0,A,100,,-3.37E+3,3.98,558,ns,10
85,126,211At,0,A,41.78,0.08,-1.16E+4,2.72,7.216,h,0.006
85,126,211At,0,EC,58.22,0.08,-1.16E+4,2.72,7.216,h,0.006
85,127,212At,0,A,100,,-8.62E+3,2.38,314,ms,2
85,127,212At,0.22290000000000001,A,99.5,0.5,-8.41e+03,2.38e+00,121,ms,2
85,127,212At,0.22290000000000001,IT,0.5,0.5,-8.41e+03,2.38e+00,121,ms,2
85,124,209At,0,EC+B+,95.9,0.5,-1.28E+4,4.74,5.42,h,0.05
85,124,209At,0,A,4.1,0.5,-1.28E+4,4.74,5.42,h,0.05
85,125,210At,0,EC+B+,99.825,0.02,-1.19E+4,7.69,8.1,h,0.4
85,125,210At,0,A,0.175,0.02,-1.19E+4,7.69,8.1,h,0.4
85,122,207At,0,EC+B+,90,,-1.32E+4,1.24E+1,1.81,h,0.03
85,122,207At,0,A,10,,-1.32E+4,1.24E+1,1.81,h,0.03
85,123,208At,0,EC+B+,99.45,0.06,-1.24E+4,8.92,1.63,h,0.03
85,123,208At,0,A,0.55,0.06,-1.24E+4,8.92,1.63,h,0.03
85,120,205At,0,EC+B+,90,2,-1.29E+4,1.20E+1,26.9,m,0.8
85,120,205At,0,A,10,2,-1.29E+4,1.20E+1,26.9,m,0.8
85,121,206At,0,EC+B+,99.1,0.1,-1.24E+4,1.35E+1,30.5,m,0.6
85,121,206At,0,A,0.9,0.1,-1.24E+4,1.35E+1,30.5,m,0.6
85,130,215At,0,A,100,,-1.25E+3,6.62,37,us,3
85,139,224At,0,B-,100,,2.77E+4,2.23E+1,1.27,m,+2.3-0.38
85,137,222At,0,B-,100,,2.09E+4,1.58E+1,54,s,10
85,138,223At,0,B-,100,,2.34E+4,1.39E+1,50,s,7
85,135,220At,0,B-,92,2,1.43E+4,1.39E+1,3.71,m,0.04
85,135,220At,0,A,8,2,1.43E+4,1.39E+1,3.71,m,0.04
85,136,221At,0,B-,100,,1.67E+4,1.39E+1,2.3,m,0.2
85,133,218At,0,A,99.95,0.05,8.10E+3,1.15E+1,1.28,s,0.05
85,133,218At,0,B-,0.05,0.05,8.10E+3,1.15E+1,1.28,s,0.05
85,134,219At,0,A,93.6,1,1.03E+4,3.23,56,s,3
85,134,219At,0,B-,6.4,1,1.03E+4,3.23,56,s,3
85,131,216At,0,A,100,,2.25E+3,3.57,0.3,ms,0.03
85,132,217At,0,A,99.993,0.003,4.39E+3,5.00,32.6,ms,0.2
85,132,217At,0,B-,0.007,0.003,4.39E+3,5.00,32.6,ms,0.2
85,140,225At,0,B-,100,,3.03E+4,3.00E+2,,,
85,141,226At,0,B-,100,,3.46E+4,3.00E+2,,,
85,144,229At,0,B-,100,,4.48E+4,4.00E+2,,,
85,144,229At,0,B-N,,,4.48E+4,4.00E+2,,,
85,142,227At,0,B-,100,,3.74E+4,3.00E+2,,,
85,142,227At,0,B-N,,,3.74E+4,3.00E+2,,,
85,143,228At,0,B-,100,,4.18E+4,4.00E+2,,,
85,143,228At,0,B-N,,,4.18E+4,4.00E+2,,,
86,128,214Rn,0,A,100,,-4.31E+3,9.18,259,ns,3
86,127,213Rn,0,A,100,,-5.69E+3,3.37,19.38,ms,0.19
86,129,215Rn,0,A,100,,-1.16E+3,6.09,2.3,us,0.1
86,124,210Rn,0,A,96,1,-9.60E+3,4.55,2.42,h,0.04
86,124,210Rn,0,EC+B+,4,1,-9.60E+3,4.55,2.42,h,0.04
86,123,209Rn,0,A,17,2,-8.94E+3,9.96,28.7,m,0.9
86,123,209Rn,0,EC+B+,83,2,-8.94E+3,9.96,28.7,m,0.9
86,126,212Rn,0,A,100,,-8.65E+3,3.11,23.9,m,1.2
86,125,211Rn,0,A,27.4,1.7,-8.75E+3,6.81,14.7,h,0.2
86,125,211Rn,0,EC,72.6,1.7,-8.75E+3,6.81,14.7,h,0.2
86,120,206Rn,0,A,62,3,-9.13E+3,8.59,6.29,m,0.2
86,120,206Rn,0,EC+B+,38,3,-9.13E+3,8.59,6.29,m,0.2
86,122,208Rn,0,A,62,7,-9.65E+3,1.01E+1,24.28,m,0.16
86,122,208Rn,0,EC+B+,38,7,-9.65E+3,1.01E+1,24.28,m,0.16
86,121,207Rn,0,A,21,3,-8.63E+3,4.74,9.25,m,0.17
86,121,207Rn,0,EC+B+,79,3,-8.63E+3,4.74,9.25,m,0.17
86,140,226Rn,0,B-,100,,2.87E+4,1.04E+1,7.4,m,0.1
86,139,225Rn,0,B-,100,,2.65E+4,1.11E+1,4.66,m,0.04
86,138,224Rn,0,B-,100,,2.24E+4,9.81,114,m,6
86,135,221Rn,0,A,20,2,1.44E+4,5.71,25.7,m,0.5
86,135,221Rn,0,B-,80,2,1.44E+4,5.71,25.7,m,0.5
86,134,220Rn,0,A,100,,1.06E+4,1.81,55.6,s,0.1
86,137,223Rn,0,B-,100,,2.03E+4,7.82,24.3,m,1.0
86,136,222Rn,0,A,100,,1.63E+4,1.94,3.82146,d,0.00016
86,131,217Rn,0,A,100,,3.65E+3,4.19,0.59,ms,0.06
86,130,216Rn,0,A,100,,2.53E+2,5.76,29,us,4
86,133,219Rn,0,A,100,,8.82E+3,2.10,3.96,s,0.01
86,132,218Rn,0,A,100,,5.21E+3,2.31,33.75,ms,0.15
86,145,231Rn,0,B-,100,,4.65E+4,3.00E+2,,,
86,142,228Rn,0,B-,100,,3.52E+4,1.76E+1,65,s,2
86,141,227Rn,0,B-,100,,3.28E+4,1.40E+1,20.8,s,0.7
86,144,230Rn,0,B-,100,,4.21E+4,2.00E+2,,,
86,143,229Rn,0,B-,100,,3.93E+4,1.30E+1,12,s,+1.2-1.3
86,109,195Rn,0,A,100,,5.05E+3,5.16E+1,6,ms,+3-2
86,109,195Rn,0.06,A,100,,5.11e+03,5.17e+01,5,ms,+3-2
86,108,194Rn,0,A,100,,5.72E+3,1.66E+1,0.78,ms,0.16
86,107,193Rn,0,A,100,,9.04E+3,2.51E+1,1.15,ms,0.27
86,117,203Rn,0,A,66,9,-6.18E+3,5.81,44,s,2
86,117,203Rn,0,EC+B+,34,9,-6.18E+3,5.81,44,s,2
86,117,203Rn,0.362,A,75,10,-5.82e+03,5.82e+00,26.9,s,0.5
86,117,203Rn,0.362,EC+B+,25,10,-5.82e+03,5.82e+00,26.9,s,0.5
86,116,202Rn,0,A,78,8,-6.27E+3,1.75E+1,9.75,s,0.13
86,116,202Rn,0,EC+B+,22,8,-6.27E+3,1.75E+1,9.75,s,0.13
86,119,205Rn,0,A,25,1,-7.70E+3,5.08,170,s,3
86,119,205Rn,0,EC+B+,75,1,-7.70E+3,5.08,170,s,3
86,118,204Rn,0,A,72,1,-7.97E+3,7.44,74,s,1
86,118,204Rn,0,EC+B+,28,1,-7.97E+3,7.44,74,s,1
86,113,199Rn,0,A,100,,-1.55E+3,7.29,0.6,s,0.02
86,113,199Rn,0.222,A,100,,-1.34e+03,7.30e+00,0.312,s,0.015
86,112,198Rn,0,A,90,10,-1.23E+3,1.34E+1,65,ms,2
86,112,198Rn,0,EC+B+,10,10,-1.23E+3,1.34E+1,65,ms,2
86,115,201Rn,0,A,,,-4.10E+3,1.01E+1,7,s,0.4
86,115,201Rn,0,EC+B+,,,-4.10E+3,1.01E+1,7,s,0.4
86,115,201Rn,0.248,A,,,-3.86e+03,1.01e+01,3.8,s,0.1
86,115,201Rn,0.248,EC+B+,,,-3.86e+03,1.01e+01,3.8,s,0.1
86,114,200Rn,0,A,86,,-4.00E+3,5.79,1.03,s,0.02
86,114,200Rn,0,EC+B+,14,,-4.00E+3,5.79,1.03,s,0.02
86,111,197Rn,0,A,100,,1.51E+3,1.61E+1,55,ms,+6-5
86,110,196Rn,0,A,100,,1.97E+3,1.40E+1,4.4,ms,+1.3-0.9
86,110,196Rn,0,EC+B+,,,1.97E+3,1.40E+1,4.4,ms,+1.3-0.9
87,139,226Fr,0,B-,100,,2.75E+4,6.23,49,s,1
87,138,225Fr,0,B-,100,,2.38E+4,1.19E+1,4,m,0.1
87,137,224Fr,0,B-,100,,2.17E+4,1.11E+1,3.33,m,0.1
87,132,219Fr,0,A,100,,8.61E+3,6.87,22,ms,4
87,131,218Fr,0,A,100,,7.05E+3,4.23,1.1,ms,0.3
87,130,217Fr,0,A,100,,4.31E+3,6.53,22,us,5
87,136,223Fr,0,B-,99.994,,1.83E+4,1.93,21.99,m,0.07
87,136,223Fr,0,A,0.006,,1.83E+4,1.93,21.99,m,0.07
87,135,222Fr,0,B-,100,,1.63E+4,7.45,14.2,m,0.3
87,134,221Fr,0,A,99.995,0.003,1.32E+4,4.88,4.801,m,0.009
87,134,221Fr,0,B-,0.005,0.003,1.32E+4,4.88,4.801,m,0.009
87,134,221Fr,0,14C,8.8e-11,1.1e-11,1.32E+4,4.88,4.801,m,0.009
87,133,220Fr,0,A,99.65,0.05,1.14E+4,4.02,27.4,s,0.3
87,133,220Fr,0,B-,0.35,0.05,1.14E+4,4.02,27.4,s,0.3
87,129,216Fr,0,A,100,,2.97E+3,4.17,0.7,us,0.02
87,128,215Fr,0,A,100,,3.18E+2,7.06,89,ns,5
87,127,214Fr,0,A,100,,-9.58E+2,8.51,5.5,ms,0.2
87,126,213Fr,0,A,99.45,0.05,-3.55E+3,4.70,34.17,s,0.06
87,126,213Fr,0,EC+B+,0.55,0.05,-3.55E+3,4.70,34.17,s,0.06
87,121,208Fr,0,A,89,3,-2.66E+3,1.16E+1,58.6,s,0.4
87,121,208Fr,0,EC+B+,11,3,-2.66E+3,1.16E+1,58.6,s,0.4
87,120,207Fr,0,A,95,2,-2.84E+3,1.75E+1,14.8,s,0.1
87,120,207Fr,0,EC+B+,5,2,-2.84E+3,1.75E+1,14.8,s,0.1
87,125,212Fr,0,A,43,2,-3.51E+3,8.77,20.3,m,0.6
87,125,212Fr,0,EC+B+,57,2,-3.51E+3,8.77,20.3,m,0.6
87,124,211Fr,0,A,87,3,-4.14E+3,1.19E+1,3.1,m,0.02
87,124,211Fr,0,EC,13,3,-4.14E+3,1.19E+1,3.1,m,0.02
87,123,210Fr,0,A,71,4,-3.34E+3,1.34E+1,3.18,m,0.06
87,123,210Fr,0,EC+B+,29,4,-3.34E+3,1.34E+1,3.18,m,0.06
87,122,209Fr,0,A,89,3,-3.78E+3,1.15E+1,50.5,s,0.7
87,122,209Fr,0,EC+B+,11,3,-3.78E+3,1.15E+1,50.5,s,0.7
87,143,230Fr,0,B-,100,,3.94E+4,6.54,19.1,s,0.5
87,142,229Fr,0,B-,100,,3.56E+4,5.00,50.2,s,0.4
87,141,228Fr,0,B-,100,,3.33E+4,6.73,38,s,1
87,140,227Fr,0,B-,100,,2.96E+4,5.89,2.47,m,0.03
87,146,233Fr,0,B-,100,,4.89E+4,1.95E+1,0.9,s,0.1
87,146,233Fr,0,B-N,,,4.89E+4,1.95E+1,0.9,s,0.1
87,145,232Fr,0,B-,100,,4.60E+4,1.39E+1,5.5,s,0.6
87,144,231Fr,0,B-,100,,4.20E+4,7.73,17.6,s,0.5
87,118,205Fr,0,A,98.5,0.4,-1.30E+3,7.82,3.9,s,0.07
87,118,205Fr,0,EC+B+,1.5,0.4,-1.30E+3,7.82,3.9,s,0.07
87,117,204Fr,0,A,92,2,6.07E+2,2.45E+1,1.8,s,0.3
87,117,204Fr,0,EC+B+,8,2,6.07E+2,2.45E+1,1.8,s,0.3
87,117,204Fr,0.041,A,90,2,6.48e+02,2.46e+01,2.2,s,0.2
87,117,204Fr,0.041,EC+B+,10,2,6.48e+02,2.46e+01,2.2,s,0.2
87,117,204Fr,0.316,A,66,10,9.23e+02,2.46e+01,1.65,s,0.15
87,117,204Fr,0.316,EC+B+,24,10,9.23e+02,2.46e+01,1.65,s,0.15
87,116,203Fr,0,A,100,,8.76E+2,6.23,550,ms,10
87,116,203Fr,0.361,IT,80,4,1.24e+03,6.23e+00,43,ms,4
87,116,203Fr,0.361,A,20,4,1.24e+03,6.23e+00,43,ms,4
87,115,202Fr,0,A,100,,3.10E+3,6.03,364,ms,15
87,115,202Fr,0.257,A,100,,3.36e+03,6.03e+00,286,ms,13
87,119,206Fr,0,A,88.4,3.3,-1.24E+3,2.78E+1,&asymp;16,s,
87,119,206Fr,0,EC+B+,11.6,3.3,-1.24E+3,2.78E+1,&asymp;16,s,
87,119,206Fr,0.2,A,84.7,1.5,-1.05e+03,2.78e+01,&asymp;16,s,
87,119,206Fr,0.2,EC+B+,15.3,1.5,-1.05e+03,2.78e+01,&asymp;16,s,
87,119,206Fr,0.73,IT,87,2,-5.17e+02,2.78e+01,0.7,s,0.1
87,119,206Fr,0.73,A,13,2,-5.17e+02,2.78e+01,0.7,s,0.1
87,110,197Fr,0,A,100,,1.02E+4,5.64E+1,0.6,ms,+3.0-0.3
87,114,201Fr,0,A,100,,3.58E+3,9.08,63,ms,3
87,114,201Fr,0.13,A,100,,3.72e+03,9.08e+00,27,ms,9
87,113,200Fr,0,A,100,,6.13E+3,3.05E+1,50,ms,2
87,113,200Fr,0,ECSF,1.4,,6.13E+3,3.05E+1,50,ms,2
87,112,199Fr,0,A,100,,6.77E+3,1.37E+1,4.5,ms,+3.1-1.3
87,111,198Fr,0+X,A,100,,9.57E+3,3.11E+1,15,ms,3
87,111,198Fr,0+X,A,100,,9.57E+3,3.11E+1,1.1,ms,0.7
88,137,225Ra,0,B-,100,,2.19E+4,2.59,14.8,d,0.2
88,136,224Ra,0,A,100,,1.88E+4,1.81,3.6313,d,0.0012
88,136,224Ra,0,14C,4e-9,1e-9,1.88E+4,1.81,3.6313,d,0.0012
88,139,227Ra,0,B-,100,,2.71E+4,1.94,42.2,m,0.5
88,138,226Ra,0,A,100,,2.36E+4,1.92,1600,y,7
88,138,226Ra,0,14C,2.6e-9,6e-10,2.36E+4,1.92,1600,y,7
88,131,219Ra,0,A,100,,9.39E+3,6.81,9,ms,2
88,130,218Ra,0,A,100,,6.64E+3,9.80,25.91,us,0.14
88,133,221Ra,0,A,100,,1.29E+4,4.63,16,s,2
88,133,221Ra,0,14C,1.2e-10,9e-11,1.29E+4,4.63,16,s,2
88,132,220Ra,0,A,100,,1.02E+4,7.59,18,ms,2
88,135,223Ra,0,A,100,,1.72E+4,2.09,11.4352,d,0.001
88,135,223Ra,0,14C,8.9e-8,4e-9,1.72E+4,2.09,11.4352,d,0.001
88,134,222Ra,0,A,100,,1.43E+4,4.45,33.6,s,0.4
88,134,222Ra,0,14C,2.9e-8,6e-9,1.43E+4,4.45,33.6,s,0.4
88,126,214Ra,0,A,99.94,0.004,9.27E+1,5.25,2.438,s,0.016
88,126,214Ra,0,EC,0.06,0.004,9.27E+1,5.25,2.438,s,0.016
88,125,213Ra,0,A,86,2,3.45E+2,9.81,2.73,m,0.05
88,125,213Ra,0,EC+B+,14,2,3.45E+2,9.81,2.73,m,0.05
88,128,216Ra,0,A,100,,3.29E+3,8.00,172,ns,7
88,127,215Ra,0,A,100,,2.53E+3,7.20,1.68,ms,0.01
88,129,217Ra,0,A,100,,5.88E+3,7.04,1.59,us,0.14
88,120,208Ra,0,A,87,3,1.72E+3,9.02,1.11,s,0.045
88,120,208Ra,0,EC+B+,13,3,1.72E+3,9.02,1.11,s,0.045
88,122,210Ra,0,A,100,,4.42E+2,9.19,3.9,s,0.1
88,121,209Ra,0,A,100,,1.85E+3,5.74,4.8,s,0.2
88,124,212Ra,0,A,100,,-1.98E+2,1.02E+1,13,s,0.2
88,123,211Ra,0,A,100,,8.31E+2,4.96,13,s,1
88,140,228Ra,0,B-,100,,2.89E+4,1.99,5.75,y,0.03
88,142,230Ra,0,B-,100,,3.45E+4,1.02E+1,93,m,2
88,141,229Ra,0,B-,100,,3.25E+4,1.54E+1,4,m,0.2
88,144,232Ra,0,B-,100,,4.04E+4,9.15,4.2,m,0.8
88,143,231Ra,0,B-,100,,3.82E+4,1.13E+1,103.9,s,1.3
88,146,234Ra,0,B-,100,,4.69E+4,8.38,30,s,10
88,145,233Ra,0,B-,100,,4.43E+4,8.60,30,s,5
88,115,203Ra,0,A,100,,8.60E+3,9.68,31,ms,+17-9
88,114,202Ra,0,A,100,,9.07E+3,1.50E+1,3.8,ms,+1.6-1.1
88,117,205Ra,0,A,100,,5.80E+3,2.27E+1,215,ms,+42-35
88,117,205Ra,0.263,A,100,,6.07e+03,2.28e+01,170,ms,+60-40
88,116,204Ra,0,A,100,,6.06E+3,8.92,58,ms,+9-8
88,119,207Ra,0,A,86,,3.51E+3,5.82E+1,1.4,s,0.2
88,119,207Ra,0,EC+B+,14,,3.51E+3,5.82E+1,1.4,s,0.2
88,118,206Ra,0,A,100,,3.56E+3,1.80E+1,240,ms,17
88,113,201Ra,0,A,100,,1.19E+4,2.03E+1,8,ms,+40-4
88,113,201Ra,0.26,A,100,,1.22e+04,2.03e+01,1.6,ms,+7.7-0.7
89,119,208Ac,0,A,100,,1.07E+4,6.44E+1,93,ms,+16-12
89,118,207Ac,0,A,100,,1.11E+4,5.62E+1,27,ms,+11-6
89,117,206Ac,0,A,100,,1.34E+4,6.50E+1,27,ms,8
89,117,206Ac,0.2,A,100,,1.37e+04,6.51e+01,33,ms,+22-9
89,116,205Ac,0,A,100,,1.41E+4,5.93E+1,7.7,ms,+2.7-1.6
89,145,234Ac,0,B-,100,,4.48E+4,1.39E+1,44,s,7
89,144,233Ac,0,B-,100,,4.13E+4,1.30E+1,143,s,9
89,143,232Ac,0,B-,100,,3.91E+4,1.30E+1,119,s,5
89,142,231Ac,0,B-,100,,3.57E+4,1.30E+1,7.5,m,0.1
89,141,230Ac,0,B-,100,,3.38E+4,1.58E+1,122,s,3
89,141,230Ac,0,B-SF,0.0000012,4e-7,3.38E+4,1.58E+1,122,s,3
89,140,229Ac,0,B-,100,,3.06E+4,1.21E+1,62.7,m,0.5
89,147,236Ac,0,B-,100,,5.12E+4,3.81E+1,1.2,m,+5.8-0.5
89,146,235Ac,0,B-,100,,4.73E+4,1.39E+1,62,s,4
89,123,212Ac,0,A,100,,7.29E+3,2.18E+1,895,ms,28
89,122,211Ac,0,A,100,,7.14E+3,5.37E+1,210,ms,25
89,121,210Ac,0,A,100,,8.76E+3,6.22E+1,344,ms,+39-36
89,120,209Ac,0,A,100,,8.84E+3,5.58E+1,91,ms,+10-9
89,129,218Ac,0,A,100,,1.08E+4,5.76E+1,1.02,us,0.05
89,128,217Ac,0,A,100,,8.70E+3,1.12E+1,69,ns,4
89,127,216Ac,0,A,100,,8.14E+3,9.23,360,us,7
89,126,215Ac,0,A,99.91,0.02,6.03E+3,1.24E+1,170,ms,10
89,126,215Ac,0,EC+B+,0.09,0.02,6.03E+3,1.24E+1,170,ms,10
89,125,214Ac,0,A,89,,6.43E+3,1.35E+1,8.2,s,0.2
89,125,214Ac,0,EC+B+,11,,6.43E+3,1.35E+1,8.2,s,0.2
89,124,213Ac,0,A,100,,6.14E+3,1.16E+1,738,ms,21
89,134,223Ac,0,A,99,,1.78E+4,6.94,2.12,m,0.04
89,134,223Ac,0,EC,1,,1.78E+4,6.94,2.12,m,0.04
89,133,222Ac,0,A,99,1,1.66E+4,4.69,4.9,s,0.4
89,133,222Ac,0,EC+B+,1,1,1.66E+4,4.69,4.9,s,0.4
89,133,222Ac,0.03,A,93.6,5,1.67e+04,4.70e+00,63,s,2
89,133,222Ac,0.03,EC+B+,1.4,0.6,1.67e+04,4.70e+00,63,s,2
89,133,222Ac,0.03,IT,5,5,1.67e+04,4.70e+00,63,s,2
89,132,221Ac,0,A,100,,1.45E+4,5.69E+1,52,ms,2
89,131,220Ac,0,A,100,,1.37E+4,6.12,26.4,ms,0.2
89,130,219Ac,0,A,100,,1.15E+4,5.14E+1,9.5,us,1.6
89,139,228Ac,0,B-,100,,2.88E+4,2.09,6.15,h,0.02
89,138,227Ac,0,B-,98.62,0.0036,2.58E+4,1.92,21.7725,y,0.0026
89,138,227Ac,0,A,1.38,0.0036,2.58E+4,1.92,21.7725,y,0.0026
89,137,226Ac,0,B-,83,3,2.43E+4,3.10,29.37,h,0.12
89,137,226Ac,0,EC,17,3,2.43E+4,3.10,29.37,h,0.12
89,137,226Ac,0,A,0.006,0.002,2.43E+4,3.10,29.37,h,0.12
89,136,225Ac,0,A,100,,2.16E+4,4.75,9.919,d,0.0021
89,136,225Ac,0,14C,5.3e-10,1.3e-10,2.16E+4,4.75,9.919,d,0.0021
89,135,224Ac,0,EC+B+,90.9,,2.02E+4,4.08,2.78,h,0.17
89,135,224Ac,0,A,9.1,,2.02E+4,4.08,2.78,h,0.17
90,148,238Th,0,B-,100,,5.25E+4,2.83E+2,9.4,m,2.0
90,145,235Th,0,B-,100,,4.40E+4,1.30E+1,7.2,m,0.1
90,144,234Th,0,B-,100,,4.06E+4,2.58,24.107,d,0.023
90,147,237Th,0,B-,100,,4.99E+4,1.58E+1,4.79,m,0.5
90,146,236Th,0,B-,100,,4.62E+4,1.39E+1,37.5,m,0.2
90,141,231Th,0,B-,100,,3.38E+4,1.21,25.52,h,0.01
90,140,230Th,0,A,100,,3.08E+4,1.20,7.54e+04,y,3.00e+02
